id_demand_elec_generated,time_stamp,rto_id,rto_full_name,demand_mwh,mwh_ng,mwh_nuc,mwh_wnd,mwh_sun,mwh_col,mwh_wat,mwh_oil,mwh_oth
DFPJM20230821-23AGG,2023-08-21 23:00:00,PJM,"PJM Interconnection, LLC",137030,68222,32369,954,315,29212,5679,1180,2230
DFPJM20230822-00AGG,2023-08-22 00:00:00,PJM,"PJM Interconnection, LLC",133026,66216,32383,1781,6,27494,4428,1070,2331
DFPJM20230822-01AGG,2023-08-22 01:00:00,PJM,"PJM Interconnection, LLC",128349,63057,32413,2177,6,25415,2110,948,2287
DFPJM20230822-02AGG,2023-08-22 02:00:00,PJM,"PJM Interconnection, LLC",121766,59261,32439,2070,6,24560,945,782,1567
DFPJM20230822-03AGG,2023-08-22 03:00:00,PJM,"PJM Interconnection, LLC",113763,55170,32460,2210,6,22480,979,266,1366
DFPJM20230822-04AGG,2023-08-22 04:00:00,PJM,"PJM Interconnection, LLC",107012,46402,32504,1736,6,20268,811,219,1030
DFPJM20230822-05AGG,2023-08-22 05:00:00,PJM,"PJM Interconnection, LLC",100860,47185,32519,1842,6,19480,643,215,1011
DFPJM20230822-06AGG,2023-08-22 06:00:00,PJM,"PJM Interconnection, LLC",95886,46630,32564,1807,6,18533,633,214,1008
DFPJM20230822-07AGG,2023-08-22 07:00:00,PJM,"PJM Interconnection, LLC",92252,45341,32598,1930,6,18173,636,211,1014
DFPJM20230822-08AGG,2023-08-22 08:00:00,PJM,"PJM Interconnection, LLC",89864,44662,32625,1761,6,18018,654,216,1017
DFPJM20230822-09AGG,2023-08-22 09:00:00,PJM,"PJM Interconnection, LLC",89232,46224,32645,1633,6,18105,699,222,1036
DFPJM20230822-10AGG,2023-08-22 10:00:00,PJM,"PJM Interconnection, LLC",91232,48734,32674,1408,7,19431,920,224,1071
DFPJM20230822-11AGG,2023-08-22 11:00:00,PJM,"PJM Interconnection, LLC",95470,49973,32686,1680,264,20126,877,222,1249
DFPJM20230822-12AGG,2023-08-22 12:00:00,PJM,"PJM Interconnection, LLC",98051,50229,32688,1395,1346,21530,895,221,1548
DFPJM20230822-13AGG,2023-08-22 13:00:00,PJM,"PJM Interconnection, LLC",101005,50761,32681,1203,2886,22186,898,216,1630
DFPJM20230822-14AGG,2023-08-22 14:00:00,PJM,"PJM Interconnection, LLC",102756,51265,32666,1030,3503,22251,908,229,2400
DFPJM20230822-15AGG,2023-08-22 15:00:00,PJM,"PJM Interconnection, LLC",105625,53935,32630,953,3827,22786,1244,449,2542
DFPJM20230822-16AGG,2023-08-22 16:00:00,PJM,"PJM Interconnection, LLC",109395,55346,32612,1020,3876,24194,2474,444,2597
DFPJM20230822-17AGG,2023-08-22 17:00:00,PJM,"PJM Interconnection, LLC",113307,57481,32604,1100,3943,26046,3292,444,2329
DFPJM20230822-18AGG,2023-08-22 18:00:00,PJM,"PJM Interconnection, LLC",117159,59037,32566,1214,3783,26794,3934,440,2330
DFPJM20230822-19AGG,2023-08-22 19:00:00,PJM,"PJM Interconnection, LLC",120302,60543,32549,1212,3726,27697,4943,418,2295
DFPJM20230822-20AGG,2023-08-22 20:00:00,PJM,"PJM Interconnection, LLC",123167,61386,32540,1072,3403,28372,5929,383,2254
DFPJM20230822-21AGG,2023-08-22 21:00:00,PJM,"PJM Interconnection, LLC",125614,62323,32526,780,2531,29425,6068,443,2235
DFPJM20230822-22AGG,2023-08-22 22:00:00,PJM,"PJM Interconnection, LLC",126648,62152,32525,629,1445,29492,5239,412,2109
DFPJM20230822-23AGG,2023-08-22 23:00:00,PJM,"PJM Interconnection, LLC",124435,60372,32513,476,334,29300,5179,440,2026
DFPJM20230823-00AGG,2023-08-23 00:00:00,PJM,"PJM Interconnection, LLC",119638,59425,32546,477,9,29209,2953,443,2026
DFPJM20230823-01AGG,2023-08-23 01:00:00,PJM,"PJM Interconnection, LLC",115426,57062,32560,878,10,27176,1097,209,2035
DFPJM20230823-02AGG,2023-08-23 02:00:00,PJM,"PJM Interconnection, LLC",109940,52661,32572,1276,8,23863,707,206,1430
DFPJM20230823-03AGG,2023-08-23 03:00:00,PJM,"PJM Interconnection, LLC",102782,48297,32589,1742,6,22124,727,204,1179
DFPJM20230823-04AGG,2023-08-23 04:00:00,PJM,"PJM Interconnection, LLC",96962,50606,32492,2226,6,21059,671,214,1141
DFPJM20230823-05AGG,2023-08-23 05:00:00,PJM,"PJM Interconnection, LLC",91463,41631,32620,2584,6,18080,615,216,1084
DFPJM20230823-06AGG,2023-08-23 06:00:00,PJM,"PJM Interconnection, LLC",87040,40288,32644,2661,6,17726,668,216,1107
DFPJM20230823-07AGG,2023-08-23 07:00:00,PJM,"PJM Interconnection, LLC",84083,38099,32650,3117,6,17539,630,219,1093
DFPJM20230823-08AGG,2023-08-23 08:00:00,PJM,"PJM Interconnection, LLC",82006,38430,32642,3221,8,17321,642,221,1095
DFPJM20230823-09AGG,2023-08-23 09:00:00,PJM,"PJM Interconnection, LLC",81985,40086,32640,3331,6,17355,480,218,1298
DFPJM20230823-10AGG,2023-08-23 10:00:00,PJM,"PJM Interconnection, LLC",84629,43934,32630,2919,6,17602,588,221,1366
DFPJM20230823-11AGG,2023-08-23 11:00:00,PJM,"PJM Interconnection, LLC",89277,45956,32636,3015,552,18142,584,269,1431
DFPJM20230823-12AGG,2023-08-23 12:00:00,PJM,"PJM Interconnection, LLC",92352,46965,32646,3221,2438,17863,576,269,1591
DFPJM20230823-13AGG,2023-08-23 13:00:00,PJM,"PJM Interconnection, LLC",95422,48012,32606,2563,3638,18535,811,250,1864
DFPJM20230823-14AGG,2023-08-23 14:00:00,PJM,"PJM Interconnection, LLC",98437,50067,32540,2448,3918,19853,594,264,2321
DFPJM20230823-15AGG,2023-08-23 15:00:00,PJM,"PJM Interconnection, LLC",102414,53577,32490,2684,3994,20656,1175,286,2862
DFPJM20230823-16AGG,2023-08-23 16:00:00,PJM,"PJM Interconnection, LLC",106968,54918,32465,3307,4342,22414,1032,440,2969
DFPJM20230823-17AGG,2023-08-23 17:00:00,PJM,"PJM Interconnection, LLC",111904,56906,32446,3365,4248,23260,2730,474,2935
DFPJM20230823-18AGG,2023-08-23 18:00:00,PJM,"PJM Interconnection, LLC",117035,59187,32426,3266,4202,24206,3576,460,2953
DFPJM20230823-19AGG,2023-08-23 19:00:00,PJM,"PJM Interconnection, LLC",121006,60729,32451,3224,3856,25386,4188,424,2619
DFPJM20230823-20AGG,2023-08-23 20:00:00,PJM,"PJM Interconnection, LLC",123717,62805,32424,3479,3167,25642,4389,455,2365
DFPJM20230823-21AGG,2023-08-23 21:00:00,PJM,"PJM Interconnection, LLC",125150,63402,32422,3458,2550,26708,5150,485,2306
DFPJM20230823-22AGG,2023-08-23 22:00:00,PJM,"PJM Interconnection, LLC",125736,62870,32422,3890,1320,27211,4891,485,2262
DFPJM20230823-23AGG,2023-08-23 23:00:00,PJM,"PJM Interconnection, LLC",124241,62961,32447,3020,282,27557,4615,483,2036
DFPJM20230824-00AGG,2023-08-24 00:00:00,PJM,"PJM Interconnection, LLC",121716,62170,32444,3102,12,28089,2660,485,2031
DFPJM20230824-01AGG,2023-08-24 01:00:00,PJM,"PJM Interconnection, LLC",119634,58959,32478,4124,4,26954,590,420,2040
DFPJM20230824-02AGG,2023-08-24 02:00:00,PJM,"PJM Interconnection, LLC",114812,54790,32486,5160,4,24929,688,248,1425
DFPJM20230824-03AGG,2023-08-24 03:00:00,PJM,"PJM Interconnection, LLC",109094,50189,32513,5543,4,23616,802,214,1317
DFPJM20230824-04AGG,2023-08-24 04:00:00,PJM,"PJM Interconnection, LLC",103574,44666,32590,2259,6,19659,555,214,1097
DFPJM20230824-05AGG,2023-08-24 05:00:00,PJM,"PJM Interconnection, LLC",98138,44537,32521,4822,4,18473,520,206,1070
DFPJM20230824-06AGG,2023-08-24 06:00:00,PJM,"PJM Interconnection, LLC",94069,44132,32522,4633,4,17815,466,210,1084
DFPJM20230824-07AGG,2023-08-24 07:00:00,PJM,"PJM Interconnection, LLC",91265,44235,32527,4515,4,17689,514,210,1088
DFPJM20230824-08AGG,2023-08-24 08:00:00,PJM,"PJM Interconnection, LLC",89233,44235,32527,4515,4,17689,514,210,1088
DFPJM20230824-09AGG,2023-08-24 09:00:00,PJM,"PJM Interconnection, LLC",89254,44235,32527,4515,4,17689,514,210,1088
DFPJM20230824-10AGG,2023-08-24 10:00:00,PJM,"PJM Interconnection, LLC",91491,46207,32511,3698,4,19792,570,218,1079
DFPJM20230824-11AGG,2023-08-24 11:00:00,PJM,"PJM Interconnection, LLC",96501,46676,32529,3762,280,21077,628,266,1121
DFPJM20230824-12AGG,2023-08-24 12:00:00,PJM,"PJM Interconnection, LLC",98743,49952,32508,4118,776,21057,621,269,1130
DFPJM20230824-13AGG,2023-08-24 13:00:00,PJM,"PJM Interconnection, LLC",100989,52125,32500,3294,973,21637,526,266,1173
DFPJM20230824-14AGG,2023-08-24 14:00:00,PJM,"PJM Interconnection, LLC",103488,53862,32501,3340,1786,21877,487,277,1668
DFPJM20230824-15AGG,2023-08-24 15:00:00,PJM,"PJM Interconnection, LLC",106303,56967,32494,3430,2454,22086,1417,555,1924
DFPJM20230824-16AGG,2023-08-24 16:00:00,PJM,"PJM Interconnection, LLC",109556,58295,32466,3560,3141,22703,1314,446,1896
DFPJM20230824-17AGG,2023-08-24 17:00:00,PJM,"PJM Interconnection, LLC",113410,59839,32442,3379,3049,23549,3450,426,1982
DFPJM20230824-18AGG,2023-08-24 18:00:00,PJM,"PJM Interconnection, LLC",117193,60231,32430,3864,3184,24990,3646,564,2150
DFPJM20230824-19AGG,2023-08-24 19:00:00,PJM,"PJM Interconnection, LLC",120628,61562,32405,4419,3000,25703,4378,457,2211
DFPJM20230824-20AGG,2023-08-24 20:00:00,PJM,"PJM Interconnection, LLC",123817,61809,32343,4865,2764,27112,5118,456,2208
DFPJM20230824-21AGG,2023-08-24 21:00:00,PJM,"PJM Interconnection, LLC",126258,62996,32310,4496,2112,28223,5816,444,2126
DFPJM20230824-22AGG,2023-08-24 22:00:00,PJM,"PJM Interconnection, LLC",127203,62431,32319,3946,1110,28623,6040,443,2030
DFPJM20230824-23AGG,2023-08-24 23:00:00,PJM,"PJM Interconnection, LLC",126421,63411,32283,3507,186,28794,4940,440,1983
DFPJM20230825-00AGG,2023-08-25 00:00:00,PJM,"PJM Interconnection, LLC",124345,62028,32284,3885,19,28385,3751,442,1989
DFPJM20230825-01AGG,2023-08-25 01:00:00,PJM,"PJM Interconnection, LLC",122187,60105,32274,4629,4,27394,848,391,2006
DFPJM20230825-02AGG,2023-08-25 02:00:00,PJM,"PJM Interconnection, LLC",117613,56589,32285,4859,4,24235,826,212,1442
DFPJM20230825-03AGG,2023-08-25 03:00:00,PJM,"PJM Interconnection, LLC",112020,52607,32285,4806,4,24058,650,208,1432
DFPJM20230825-04AGG,2023-08-25 04:00:00,PJM,"PJM Interconnection, LLC",105851,45464,32529,5116,4,20859,481,208,1197
DFPJM20230825-05AGG,2023-08-25 05:00:00,PJM,"PJM Interconnection, LLC",100035,45745,32341,4557,4,18862,622,216,1080
DFPJM20230825-06AGG,2023-08-25 06:00:00,PJM,"PJM Interconnection, LLC",95263,46858,32358,4012,4,18075,563,217,1077
DFPJM20230825-07AGG,2023-08-25 07:00:00,PJM,"PJM Interconnection, LLC",92080,46060,32393,2745,4,17629,550,221,1066
DFPJM20230825-08AGG,2023-08-25 08:00:00,PJM,"PJM Interconnection, LLC",90063,45912,32426,2207,4,17493,559,223,1071
DFPJM20230825-09AGG,2023-08-25 09:00:00,PJM,"PJM Interconnection, LLC",89724,47384,32445,1801,4,17953,498,224,1083
DFPJM20230825-10AGG,2023-08-25 10:00:00,PJM,"PJM Interconnection, LLC",91930,49561,32454,1782,4,19426,521,223,1093
DFPJM20230825-11AGG,2023-08-25 11:00:00,PJM,"PJM Interconnection, LLC",96031,50864,32457,1861,224,19586,551,220,1122
DFPJM20230825-12AGG,2023-08-25 12:00:00,PJM,"PJM Interconnection, LLC",99297,52997,32435,1682,971,20708,626,218,1295
DFPJM20230825-13AGG,2023-08-25 13:00:00,PJM,"PJM Interconnection, LLC",102523,54212,32461,1394,1987,21393,850,239,1447
DFPJM20230825-14AGG,2023-08-25 14:00:00,PJM,"PJM Interconnection, LLC",105330,56862,32446,1432,2831,21121,764,741,2076
DFPJM20230825-15AGG,2023-08-25 15:00:00,PJM,"PJM Interconnection, LLC",109001,59134,32458,1662,3231,22065,1078,735,2103
DFPJM20230825-16AGG,2023-08-25 16:00:00,PJM,"PJM Interconnection, LLC",112978,59652,32426,1777,3304,22489,3155,985,2165
DFPJM20230825-17AGG,2023-08-25 17:00:00,PJM,"PJM Interconnection, LLC",117061,62177,32390,2030,3631,23873,4851,977,2423
DFPJM20230825-18AGG,2023-08-25 18:00:00,PJM,"PJM Interconnection, LLC",121980,63860,32320,1760,3437,25945,4667,967,2461
DFPJM20230825-19AGG,2023-08-25 19:00:00,PJM,"PJM Interconnection, LLC",125463,65536,32297,1473,3615,26265,5067,850,2446
DFPJM20230825-20AGG,2023-08-25 20:00:00,PJM,"PJM Interconnection, LLC",127644,65672,32290,1406,3135,27713,6020,851,2272
DFPJM20230825-21AGG,2023-08-25 21:00:00,PJM,"PJM Interconnection, LLC",129125,66509,32301,1143,2702,27920,5630,831,2225
DFPJM20230825-22AGG,2023-08-25 22:00:00,PJM,"PJM Interconnection, LLC",129658,66496,32276,705,1432,27648,5531,838,2175
DFPJM20230825-23AGG,2023-08-25 23:00:00,PJM,"PJM Interconnection, LLC",127257,65148,32281,683,180,27676,4924,842,2026
DFPJM20230826-00AGG,2023-08-26 00:00:00,PJM,"PJM Interconnection, LLC",123189,62416,32299,877,4,26980,3472,851,2031
DFPJM20230826-01AGG,2023-08-26 01:00:00,PJM,"PJM Interconnection, LLC",118983,60100,32316,1199,4,26411,765,713,2036
DFPJM20230826-02AGG,2023-08-26 02:00:00,PJM,"PJM Interconnection, LLC",113904,55647,32340,1182,4,24487,570,706,1465
DFPJM20230826-03AGG,2023-08-26 03:00:00,PJM,"PJM Interconnection, LLC",107510,51642,32334,1160,4,23316,595,548,1319
DFPJM20230826-04AGG,2023-08-26 04:00:00,PJM,"PJM Interconnection, LLC",101060,47006,32311,4656,4,21558,553,216,1319
DFPJM20230826-05AGG,2023-08-26 05:00:00,PJM,"PJM Interconnection, LLC",95393,44626,32379,572,4,19101,603,215,994
DFPJM20230826-06AGG,2023-08-26 06:00:00,PJM,"PJM Interconnection, LLC",91004,44910,32390,645,4,18060,581,216,992
DFPJM20230826-07AGG,2023-08-26 07:00:00,PJM,"PJM Interconnection, LLC",88862,43604,32402,559,4,16593,600,217,983
DFPJM20230826-08AGG,2023-08-26 08:00:00,PJM,"PJM Interconnection, LLC",87054,42784,32430,523,4,16324,565,219,1001
DFPJM20230826-09AGG,2023-08-26 09:00:00,PJM,"PJM Interconnection, LLC",85836,42917,32431,441,4,15769,583,223,998
DFPJM20230826-10AGG,2023-08-26 10:00:00,PJM,"PJM Interconnection, LLC",85872,44500,32456,372,4,15826,584,225,982
DFPJM20230826-11AGG,2023-08-26 11:00:00,PJM,"PJM Interconnection, LLC",86919,45072,32445,426,316,15780,716,224,1027
DFPJM20230826-12AGG,2023-08-26 12:00:00,PJM,"PJM Interconnection, LLC",88991,48064,32440,613,1430,16587,716,221,1179
DFPJM20230826-13AGG,2023-08-26 13:00:00,PJM,"PJM Interconnection, LLC",93997,49564,32438,592,2279,18727,762,221,1445
DFPJM20230826-14AGG,2023-08-26 14:00:00,PJM,"PJM Interconnection, LLC",99403,51384,32421,962,2939,19053,596,236,2062
DFPJM20230826-15AGG,2023-08-26 15:00:00,PJM,"PJM Interconnection, LLC",102743,53226,32407,1356,3167,19141,1434,450,2227
DFPJM20230826-16AGG,2023-08-26 16:00:00,PJM,"PJM Interconnection, LLC",106692,55275,32407,1586,3367,20390,2354,447,2252
DFPJM20230826-17AGG,2023-08-26 17:00:00,PJM,"PJM Interconnection, LLC",111230,56771,32394,2202,3072,20715,4648,441,2517
DFPJM20230826-18AGG,2023-08-26 18:00:00,PJM,"PJM Interconnection, LLC",114689,56902,32365,2275,3387,20747,5221,449,2530
DFPJM20230826-19AGG,2023-08-26 19:00:00,PJM,"PJM Interconnection, LLC",117221,57609,32345,2250,3428,22153,5728,447,2752
DFPJM20230826-20AGG,2023-08-26 20:00:00,PJM,"PJM Interconnection, LLC",119655,57998,32339,3111,3112,22956,5655,447,2836
DFPJM20230826-21AGG,2023-08-26 21:00:00,PJM,"PJM Interconnection, LLC",121475,58359,32343,3847,2683,22971,5532,529,2832
DFPJM20230826-22AGG,2023-08-26 22:00:00,PJM,"PJM Interconnection, LLC",122064,58330,32340,3778,1324,23201,5691,445,2464
DFPJM20230826-23AGG,2023-08-26 23:00:00,PJM,"PJM Interconnection, LLC",119973,57135,32371,3230,147,22651,4790,443,2182
DFPJM20230827-00AGG,2023-08-27 00:00:00,PJM,"PJM Interconnection, LLC",114988,55572,32408,3096,4,21811,4006,445,1668
DFPJM20230827-01AGG,2023-08-27 01:00:00,PJM,"PJM Interconnection, LLC",110863,54304,32429,2766,4,20765,1074,263,1745
DFPJM20230827-02AGG,2023-08-27 02:00:00,PJM,"PJM Interconnection, LLC",105784,49891,32461,3017,4,18721,608,214,1346
DFPJM20230827-03AGG,2023-08-27 03:00:00,PJM,"PJM Interconnection, LLC",99933,46948,32468,3078,4,18312,598,212,1177
DFPJM20230827-04AGG,2023-08-27 04:00:00,PJM,"PJM Interconnection, LLC",94799,47575,32347,1055,4,21329,634,213,1123
DFPJM20230827-05AGG,2023-08-27 05:00:00,PJM,"PJM Interconnection, LLC",89942,41056,32563,2801,4,15708,475,214,1031
DFPJM20230827-06AGG,2023-08-27 06:00:00,PJM,"PJM Interconnection, LLC",86502,39371,32572,2646,4,14959,506,216,1036
DFPJM20230827-07AGG,2023-08-27 07:00:00,PJM,"PJM Interconnection, LLC",83569,37388,32606,2231,4,14288,588,214,1008
DFPJM20230827-08AGG,2023-08-27 08:00:00,PJM,"PJM Interconnection, LLC",81151,37500,32628,2156,4,13436,596,217,1027
DFPJM20230827-09AGG,2023-08-27 09:00:00,PJM,"PJM Interconnection, LLC",79852,36895,32638,1769,4,13316,555,217,1016
DFPJM20230827-10AGG,2023-08-27 10:00:00,PJM,"PJM Interconnection, LLC",79417,38252,32667,1575,4,13232,546,220,1034
DFPJM20230827-11AGG,2023-08-27 11:00:00,PJM,"PJM Interconnection, LLC",79605,38059,32658,1650,155,13178,561,217,1041
DFPJM20230827-12AGG,2023-08-27 12:00:00,PJM,"PJM Interconnection, LLC",80854,41058,32655,1428,861,13464,610,220,1069
DFPJM20230827-13AGG,2023-08-27 13:00:00,PJM,"PJM Interconnection, LLC",85085,43054,32615,1346,1425,14908,526,222,1102
DFPJM20230827-14AGG,2023-08-27 14:00:00,PJM,"PJM Interconnection, LLC",88652,43249,32603,974,1829,15658,588,220,1444
DFPJM20230827-15AGG,2023-08-27 15:00:00,PJM,"PJM Interconnection, LLC",91481,45855,32592,859,2575,15734,1072,218,1583
DFPJM20230827-16AGG,2023-08-27 16:00:00,PJM,"PJM Interconnection, LLC",95534,49338,32590,1200,2841,16500,1250,229,1742
DFPJM20230827-17AGG,2023-08-27 17:00:00,PJM,"PJM Interconnection, LLC",100228,50576,32560,1279,2915,16793,2681,448,1799
DFPJM20230827-18AGG,2023-08-27 18:00:00,PJM,"PJM Interconnection, LLC",104347,51197,32559,1350,3009,17882,3771,447,1776
DFPJM20230827-19AGG,2023-08-27 19:00:00,PJM,"PJM Interconnection, LLC",107533,52508,32543,1172,2906,18700,5076,410,1797
DFPJM20230827-20AGG,2023-08-27 20:00:00,PJM,"PJM Interconnection, LLC",110277,54998,32520,1215,2553,19409,5652,448,1768
DFPJM20230827-21AGG,2023-08-27 21:00:00,PJM,"PJM Interconnection, LLC",112763,55433,32510,1042,2698,19782,5629,452,1834
DFPJM20230827-22AGG,2023-08-27 22:00:00,PJM,"PJM Interconnection, LLC",113962,55724,32494,1265,1275,20153,5940,440,1689
DFPJM20230827-23AGG,2023-08-27 23:00:00,PJM,"PJM Interconnection, LLC",112647,55220,32513,1087,238,20474,5270,419,1617
DFPJM20230828-00AGG,2023-08-28 00:00:00,PJM,"PJM Interconnection, LLC",109561,54786,32535,1370,4,19609,3833,391,1636
DFPJM20230828-01AGG,2023-08-28 01:00:00,PJM,"PJM Interconnection, LLC",106864,52357,32553,2213,4,19142,1261,221,1639
DFPJM20230828-02AGG,2023-08-28 02:00:00,PJM,"PJM Interconnection, LLC",102574,48509,32593,3065,4,18470,1318,215,1046
DFPJM20230828-03AGG,2023-08-28 03:00:00,PJM,"PJM Interconnection, LLC",97485,44644,32621,3161,4,16563,1065,211,1025
DFPJM20230828-04AGG,2023-08-28 04:00:00,PJM,"PJM Interconnection, LLC",91872,43075,32505,3028,4,16844,515,212,1036
DFPJM20230828-05AGG,2023-08-28 05:00:00,PJM,"PJM Interconnection, LLC",87897,41872,32671,2448,4,13328,659,216,1026
DFPJM20230828-06AGG,2023-08-28 06:00:00,PJM,"PJM Interconnection, LLC",84523,40112,32680,2008,4,13187,587,215,1026
DFPJM20230828-07AGG,2023-08-28 07:00:00,PJM,"PJM Interconnection, LLC",82091,39564,32682,1500,4,13215,621,213,1012
DFPJM20230828-08AGG,2023-08-28 08:00:00,PJM,"PJM Interconnection, LLC",80748,39561,32682,1193,4,13300,698,219,1023
DFPJM20230828-09AGG,2023-08-28 09:00:00,PJM,"PJM Interconnection, LLC",81164,41359,32706,1102,4,13612,573,220,1010
DFPJM20230828-10AGG,2023-08-28 10:00:00,PJM,"PJM Interconnection, LLC",84445,45138,32705,910,4,15286,743,222,1012
DFPJM20230828-11AGG,2023-08-28 11:00:00,PJM,"PJM Interconnection, LLC",89985,46479,32704,951,125,15802,530,221,1018
DFPJM20230828-12AGG,2023-08-28 12:00:00,PJM,"PJM Interconnection, LLC",93617,48573,32665,1010,859,15986,582,220,1237
DFPJM20230828-13AGG,2023-08-28 13:00:00,PJM,"PJM Interconnection, LLC",96176,48965,32652,718,1683,16382,801,219,1328
DFPJM20230828-14AGG,2023-08-28 14:00:00,PJM,"PJM Interconnection, LLC",97747,51922,32627,682,1952,16861,800,255,1735
DFPJM20230828-15AGG,2023-08-28 15:00:00,PJM,"PJM Interconnection, LLC",100410,53195,32615,949,2009,17161,1592,424,2038
DFPJM20230828-16AGG,2023-08-28 16:00:00,PJM,"PJM Interconnection, LLC",102674,54177,32527,874,2202,17959,1588,362,2168
DFPJM20230828-17AGG,2023-08-28 17:00:00,PJM,"PJM Interconnection, LLC",105478,54902,32473,786,2419,18037,3837,417,2306
DFPJM20230828-18AGG,2023-08-28 18:00:00,PJM,"PJM Interconnection, LLC",108072,55936,32510,623,2445,18606,4639,451,2354
DFPJM20230828-19AGG,2023-08-28 19:00:00,PJM,"PJM Interconnection, LLC",109960,56569,32509,598,2390,18640,5099,450,2321
DFPJM20230828-20AGG,2023-08-28 20:00:00,PJM,"PJM Interconnection, LLC",110982,56891,32496,613,2091,19394,5811,452,2337
DFPJM20230828-21AGG,2023-08-28 21:00:00,PJM,"PJM Interconnection, LLC",112243,57538,32493,602,1848,19584,6094,616,2287
DFPJM20230828-22AGG,2023-08-28 22:00:00,PJM,"PJM Interconnection, LLC",113278,58138,32487,553,1066,20596,5637,615,2275
DFPJM20230828-23AGG,2023-08-28 23:00:00,PJM,"PJM Interconnection, LLC",112218,57381,32522,494,247,19796,6070,614,2290
DFPJM20230829-00AGG,2023-08-29 00:00:00,PJM,"PJM Interconnection, LLC",109689,56709,32538,491,3,20933,4298,612,2275
DFPJM20230829-01AGG,2023-08-29 01:00:00,PJM,"PJM Interconnection, LLC",107606,54974,32559,613,3,20513,1630,490,2295
DFPJM20230829-02AGG,2023-08-29 02:00:00,PJM,"PJM Interconnection, LLC",103128,51688,32568,583,1,18794,722,216,1394
DFPJM20230829-03AGG,2023-08-29 03:00:00,PJM,"PJM Interconnection, LLC",96886,48605,32593,590,1,17950,668,219,971
DFPJM20230829-04AGG,2023-08-29 04:00:00,PJM,"PJM Interconnection, LLC",92536,43472,32639,2732,4,14541,850,215,1031
DFPJM20230829-05AGG,2023-08-29 05:00:00,PJM,"PJM Interconnection, LLC",88203,43204,32599,694,1,14877,663,218,953
DFPJM20230829-06AGG,2023-08-29 06:00:00,PJM,"PJM Interconnection, LLC",84651,41853,32628,771,1,14212,531,217,936
DFPJM20230829-07AGG,2023-08-29 07:00:00,PJM,"PJM Interconnection, LLC",82270,39348,32622,778,1,13709,551,214,921
DFPJM20230829-08AGG,2023-08-29 08:00:00,PJM,"PJM Interconnection, LLC",80798,39969,32631,815,1,13719,535,219,924
DFPJM20230829-09AGG,2023-08-29 09:00:00,PJM,"PJM Interconnection, LLC",81083,41308,32637,1071,1,13808,518,224,937
DFPJM20230829-10AGG,2023-08-29 10:00:00,PJM,"PJM Interconnection, LLC",84329,44974,32622,1323,1,14732,641,224,930
DFPJM20230829-11AGG,2023-08-29 11:00:00,PJM,"PJM Interconnection, LLC",89843,46178,32616,1518,126,15736,590,222,937
DFPJM20230829-12AGG,2023-08-29 12:00:00,PJM,"PJM Interconnection, LLC",93189,46284,32608,1865,975,16085,535,222,976
DFPJM20230829-13AGG,2023-08-29 13:00:00,PJM,"PJM Interconnection, LLC",95264,48594,32614,1347,1800,16570,818,256,984
DFPJM20230829-14AGG,2023-08-29 14:00:00,PJM,"PJM Interconnection, LLC",97124,50073,32571,832,2275,16895,775,407,1482
DFPJM20230829-15AGG,2023-08-29 15:00:00,PJM,"PJM Interconnection, LLC",99469,51409,32560,1262,2475,17611,999,528,1603
DFPJM20230829-16AGG,2023-08-29 16:00:00,PJM,"PJM Interconnection, LLC",102286,52991,32519,1313,2761,17963,2135,579,1716
DFPJM20230829-17AGG,2023-08-29 17:00:00,PJM,"PJM Interconnection, LLC",105793,53953,32504,1516,2965,18295,3456,545,1690
DFPJM20230829-18AGG,2023-08-29 18:00:00,PJM,"PJM Interconnection, LLC",109297,55064,32489,1288,3155,19312,4931,670,1698
DFPJM20230829-19AGG,2023-08-29 19:00:00,PJM,"PJM Interconnection, LLC",112184,56490,32482,1559,2685,20067,5190,765,1678
DFPJM20230829-20AGG,2023-08-29 20:00:00,PJM,"PJM Interconnection, LLC",114740,57037,32477,1876,2229,21206,5650,602,1721
DFPJM20230829-21AGG,2023-08-29 21:00:00,PJM,"PJM Interconnection, LLC",116865,57636,32455,2032,2355,21766,5688,590,1642
DFPJM20230829-22AGG,2023-08-29 22:00:00,PJM,"PJM Interconnection, LLC",117554,57578,32444,1507,1239,22138,5747,431,1650
DFPJM20230829-23AGG,2023-08-29 23:00:00,PJM,"PJM Interconnection, LLC",116316,57184,32479,1386,189,21184,5765,444,1587
DFPJM20230830-00AGG,2023-08-30 00:00:00,PJM,"PJM Interconnection, LLC",113477,56812,32502,1426,3,21159,4170,432,1606
DFPJM20230830-01AGG,2023-08-30 01:00:00,PJM,"PJM Interconnection, LLC",111175,54587,32503,2320,1,19826,2372,219,1614
DFPJM20230830-02AGG,2023-08-30 02:00:00,PJM,"PJM Interconnection, LLC",106369,50608,32525,2613,1,18084,925,218,1314
DFPJM20230830-03AGG,2023-08-30 03:00:00,PJM,"PJM Interconnection, LLC",99838,49430,32561,2250,1,17059,615,219,1006
DFPJM20230830-04AGG,2023-08-30 04:00:00,PJM,"PJM Interconnection, LLC",95073,45037,32595,617,1,16225,657,217,972
DFPJM20230830-05AGG,2023-08-30 05:00:00,PJM,"PJM Interconnection, LLC",90813,43027,32580,2574,1,16078,468,220,1016
